Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10
1bc37e92-779a-414c-8d21-4e42b1d48438,"I have noticed that sometimes the chatbot does not follow all my instructions, and sometimes provides incorrect responses, rendering the chatbot slightly unreliable.",Negative,Accuracy and reliability of information,Distrust due to negative or inconsistent experiences,"Potential for errors, misinformation, or hallucinations",,,,,,,
ee4a09c4-1352-4aba-b7dd-0d1733ec3848,"I have seen that, the more I interact with an intelligent chatbot (ChatGPT could be an example), it tends to pick the tones I like, the way I talk or chat, my writing pattern, and even my past likes or dislikes. Hence, down the line, it provides better answers to my questions just like one of my best friends or companions would have done.",Positive,Continuous improvement and learning of AI,Trust based on positive personal experiences,,,,,,,,
11ecb704-9cf3-4288-ad7a-62ef5e906292,I have the ability to control the prompts given to the chatbot and therefore influence its output. ,Neutral,AI as a tool dependent on user input and prompts,,,,,,,,,
7a3de2e1-7dd8-4175-b150-4ddc27c0bd1a,I have the power over it for example I can choose from the options given to me by AI while on the other hand i cannot trust other services as i do not have power over it,Neutral,AI as a tool dependent on user input and prompts,Comparison of AI trustworthiness to humans or other institutions,,,,,,,,
721ff8d6-5ccc-4c15-a849-7dc486987351,"I have tried chatbots. They only sweep data from the collective internet. I can do that myself, better and more accurately. You can only trust (current) chatbots for simple, surface level tasks.",Neutral,Accuracy and reliability of information,AI's limitations in handling complex or sensitive topics,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,Dependence on training data and algorithms,,,,,
8dbbe048-c134-4471-bb28-980e87b82da4,I have used AI chatbot and they have been very helpful so far. ,Positive,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,,
4ba803a3-3ecd-458d-a279-316b45c1b9d2,I have used Ai Chatbox a few times in my personal and work capacity and found it very helpfull,Positive,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,,
e472d120-e81d-4858-bfbf-6dabda49269d,"I have used ai chatbot, they give detailed information without biasing so yes I do trust them. ",Positive,AI's role in providing unbiased or fact-based answers,"Bias in AI responses (from data, training, or developers)",Objectivity and neutrality of AI,,,,,,,
41a2b2b8-9898-42d6-a478-32f8d7c0d921,"I haven't been able to come across something that i find distrustful about AI chatbot. What I have seen that, till now, its responses are limited to the context, while no personal information was asked by the chatbot   

",Negative,Accuracy and reliability of information,AI's limitations in handling complex or sensitive topics,Privacy and data security concerns,,,,,,,
ca394556-9285-4630-9789-feddfccc88b4,"I haven't been using it much to the point where I can say I either trust or distrust it. All the information I get from it, I still double check and use my own decision-making skills",Neutral,Need for human supervision and verification,Responsibility of users to verify and use AI outputs wisely,Uncertainty or ambivalence about trusting AI,,,,,,,
2b97c8d4-1904-4805-a8fc-4628ff799903,"I know AI chatbot are trained to provide helpful and constructive outputs that cannot cause harm. Moreover, since these chatbots are publicly available, people are able to scrutinize them and raise alarm over any harmful output, making them easy to correct and safe to use due to the constant feedback. AI companies only need to respond to the feedback in a timely and consistent manner.  ",Neutral,Continuous improvement and learning of AI,Need for human supervision and verification,"Potential for errors, misinformation, or hallucinations",,,,,,,
1f9f0adb-c8f9-4edb-a465-a8b63ccf4815,"I know how to train AIs. Currently, humans train AIs. ",Neutral,AI as a tool dependent on user input and prompts,Dependence on training data and algorithms,,,,,,,,
40e8f9bc-c6d9-45cb-94bf-55f186426dc9,I know that ai chatbot have huge database so is answer is probably correct almost all the time i do fact checks from time to time ,Neutral,Accuracy and reliability of information,Need for human supervision and verification,,,,,,,,
9ec9faa7-8ebe-4d25-9071-068b1aa8e4d7,"I know the programs that have been put into place to guide AI to interact with humans meet the regulations required, and its very unlikely for AI to go against the coded guidelines.",Negative,Transparency and explainability of AI systems,,,,,,,,,
68f3e2f1-19ec-4658-9b66-242701d5dc7e,"I know there are many AI CHAT bots out here some are in development phase. I have however used chat gpt, microsoft copilot, gemini, and deepseek Ais. But  I usually use chatpgpt most of the time because according to me its the best right now. That AI chat bot has made  huge difference in my life, information wise career wise financially socially and so many other aspects of my life that I can continue listing on and on. ",Neutral,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,
af184e37-74c2-4e3c-a2ca-c8c0b5bc1d32,"I many times get a correct answer, but I feel it is concerning that AI has so much information. 

",Neutral,Accuracy and reliability of information,Privacy and data security concerns,,,,,,,,
194f8f0b-3385-4693-8c65-912c9a7e8aa8,I mostly trust it in giving me decisions and stuff,Positive,AI's usefulness and efficiency in daily tasks,,,,,,,,,
2411c457-c21a-4359-a974-7bb3058e1a9e,"I neither trust nor distrust my AI chatbot, as its autonomy and learning abilities are based on the data it was fed by humans who designed the systems and algorithms. ",Neutral,AI as a tool dependent on user input and prompts,Dependence on training data and algorithms,Uncertainty or ambivalence about trusting AI,,,,,,,
b646b4f4-9387-4893-9d9a-cbcd2493d0af,I only trust it as long as it can follow my instructions. Sometimes it makes mistakes. It is not a good idea to let it work independently. I always error-check ChatGPT's work.,Neutral,AI as a tool dependent on user input and prompts,Need for human supervision and verification,"Potential for errors, misinformation, or hallucinations",,,,,,,
61cbbc40-8364-435a-a0aa-1682e1b0b942,"I rated my trust as 'somewhat' because while AI chatbots like ChatGPT are incredibly helpful, accurate, and efficient most of the time,I understand that they are still tools with limitations.They don’t have personal awareness or intentions, and their responses depend on the data they were trained on. I value the support they provide in research, writing, and decision-making, but I also cross check critical information and use my own judgment before fully relying on them.",Neutral,Accuracy and reliability of information,AI as a tool dependent on user input and prompts,AI's lack of self-awareness or consciousness,AI's limitations in handling complex or sensitive topics,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,Dependence on training data and algorithms,"Lack of emotions, intentions, or ulterior motives in AI",Need for human supervision and verification,Responsibility of users to verify and use AI outputs wisely
0b82c749-fe32-421e-9a2a-f6c94e443a5d,"I rated my trust in AI chatbots as “somewhat” because they reliably provide quick answers, draft text, and streamline tasks. However, I still doubt their accuracy sometimes and worry about biases, data privacy, and a lack of true understanding. While they’re valuable assistants, I prefer to verify critical information and maintain human oversight.",Neutral,Accuracy and reliability of information,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,"Bias in AI responses (from data, training, or developers)",Need for human supervision and verification,"Potential for errors, misinformation, or hallucinations",Privacy and data security concerns,,,
a66603bb-aad0-4149-a1ba-cdc37f795603,I rely on AI as a reliable source of information.,Neutral,Accuracy and reliability of information,,,,,,,,,
0c28ba3f-8b97-45e8-8582-b92ac073007a,"I said ( somewhat trust ) because it’s usually helpful and accurate, but sometimes it gives wrong or outdated info, so I double-check important things.",Neutral,Accuracy and reliability of information,Need for human supervision and verification,"Potential for errors, misinformation, or hallucinations",,,,,,,
b763f0ac-193e-4697-8895-7e81abd2f469,I see it as a tool that just processes my requests so I rely on my own judgment to ensure its output aligns with what's best for me.,Neutral,AI as a tool dependent on user input and prompts,Responsibility of users to verify and use AI outputs wisely,,,,,,,,
27525fa3-c212-4620-ba9a-cd050af96a9c,I see the AI chatbot as a tool. Whether it acts in my best interest depends on how I use it and what information I provide. That's why I feel neither full trust nor active distrust.,Neutral,AI as a tool dependent on user input and prompts,Uncertainty or ambivalence about trusting AI,,,,,,,,
b4d4607e-ef15-41ac-8e76-56b32f4724ab,I somewhat trust AI chat bots because they provide useful and timely help but can still make mistakes and lack full understanding,Neutral,AI's inability to fully understand personal context or emotions,AI's usefulness and efficiency in daily tasks,"Potential for errors, misinformation, or hallucinations",Trust based on positive personal experiences,,,,,,
04b59b26-6a3f-42a0-958c-ab9e48119bbb,"I somewhat trust AI chatbot because they the provide feedback of what I request. However, there is a disclaimer which says they can sometimes make mistakes so you don't have to rely on them so much",Neutral,AI's usefulness and efficiency in daily tasks,"Potential for errors, misinformation, or hallucinations",Uncertainty or ambivalence about trusting AI,,,,,,,
0bbf767b-07ce-4606-85ee-392aee1d5377,"I somewhat trust an AI Chatbot to provide the best tailored experience and responses to my queries, and it should give explanations of it cannot do so.",Neutral,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,Transparency and explainability of AI systems,,,,,,,
f213928e-ce9a-482d-ad45-9c30d0b3146a,"I somewhat trust governments, small businesses, and large corporations due to their roles in public service, transparency, and innovation, though concerns about inefficiency and data misuse remain; I somewhat distrust social media companies for issues like privacy violations and misinformation, and strongly distrust AI-building firms due to their lack of transparency, ethical oversight, and regulation, driven largely by profit motives.",Negative,Comparison of AI trustworthiness to humans or other institutions,"Influence of companies, profit motives, and corporate interests",Privacy and data security concerns,Transparency and explainability of AI systems,,,,,,
47d03e88-cff1-4926-89f9-b3ec3ee9afa5,"I somewhat trust that AI chatbots will act in my best interest because their opinions are always fair, factual and objective.",Positive,Accuracy and reliability of information,AI's role in providing unbiased or fact-based answers,Objectivity and neutrality of AI,Trust based on positive personal experiences,,,,,,
4222b2a6-56d6-460d-868c-0c0c8f7c24c0,I started using chatGPT and it helps me a lot by easing my work by helping and giving me tips.,Positive,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,,,,,,,,
5cc67e6f-cc5f-46e2-ada0-2ceeb65f3a26,"I still believe that he has no interest in profit and can answer my questions impartially. But I dare not completely deny that there is no risk, so I choose to trust him a little.",Neutral,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,Uncertainty or ambivalence about trusting AI,,,,,,,
38e44ed6-33b4-404b-a334-04f824eab2d7,I still have my own decisions for myself as a human that I think an AI chatbot can't achieve. But I still trust my AI to do its job. ,Neutral,AI as a tool dependent on user input and prompts,AI's inability to fully understand personal context or emotions,AI's lack of self-awareness or consciousness,,,,,,,
cbe107c1-1e8e-4e8d-a5ff-255b4b0e3186,"I strongly trust AI chatbots  because I know that they are designed to provide helpful, unbiased, and well researched information.",Positive,Accuracy and reliability of information,AI's role in providing unbiased or fact-based answers,Objectivity and neutrality of AI,,,,,,,
d02c2507-4c87-4687-99f5-1404a5a0b8b6,"I strongly trust ChatGPT because it me with quick, helpful, and accurate information consistently. It provides me with information for different fields for example medicine which can help me maintain good health and also Technology trends which helps me to adapt different technologies.",Positive,Accuracy and reliability of information,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,
c4dfdc69-2d2f-4080-8f2c-1a8065c0fed8,"I strongly trust my AI chatbots, such as ChatGPT, because it always provides accurate and helpful information. Its advice is logical and it responds by understanding my needs.

Plus, it keeps my information safe and provides unbiased assistance, which gives me confidence that it will act in my best interests.",Positive,Accuracy and reliability of information,AI's role in providing unbiased or fact-based answers,Need for human supervision and verification,Objectivity and neutrality of AI,Privacy and data security concerns,Trust based on positive personal experiences,,,,
9e8967ef-70e7-4711-a77c-9a884b28d46d,I strongly trust the decision because it is always correct.,Positive,Accuracy and reliability of information,,,,,,,,,
7d861655-3a45-4a79-b137-69ad091d0a63,"I think AI chatbots follow guidelines, or the general consensus regarding whatever issue/s in the nations they originate. So their responses sometimes feel like they will tilt in a way to support the views of whatever nation they come from",Neutral,"Bias in AI responses (from data, training, or developers)",,,,,,,,,
25683110-30e8-4c50-97ba-cfe05dc05df5,"I think AI chatbots will work in my best interest because they need users, they have to give good, correct advice for users to use",Neutral,Accuracy and reliability of information,AI's inability to act truly in a user's best interest,,,,,,,,
feb2829c-05a8-4e7f-b15f-fb4723d0e99d,I think AI is intentionally limited and there are non-mandatory restrictions and controls placed by companies to suit what they want.,Negative,"Influence of companies, profit motives, and corporate interests",,,,,,,,,
2a92c691-2d4e-4759-be3c-f5ea3d8d646e,"I think Ai chatbots can never be objective, because the info they train on is still biased ",Negative,"Bias in AI responses (from data, training, or developers)",Dependence on training data and algorithms,Objectivity and neutrality of AI,,,,,,,
d5dc4fbc-523e-4d50-8883-6244d8094688,I think Chatbot is neutral,Neutral,Objectivity and neutrality of AI,,,,,,,,,
e1773beb-1332-4ad4-9429-f2b6b6948e96,"I think Like chatgpt, they need to work under your supervision and suggestions and with limitations.",Negative,AI as a tool dependent on user input and prompts,Need for human supervision and verification,,,,,,,,
0ee631df-de76-42fa-a188-273051f655d4,"I think an AI chatbot is a neutral being, and unless explicitly told to either harm or benefit the users, it will not ""decide"" to act in my best interest. It will only provide the answers to what has been asked based on the knowledge it can scrape from the internet.",Negative,AI as a tool dependent on user input and prompts,AI's inability to act truly in a user's best interest,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,,,,,,
588f1dde-8fa0-4b58-819d-e0e1767aed48,"I think artificial intelligence robots are a good search tool to understand the background. If it is a very serious topic, I will directly refer to more reliable data and information sources, such as government websites, academic materials, etc.",Neutral,Accuracy and reliability of information,AI's limitations in handling complex or sensitive topics,Need for human supervision and verification,,,,,,,
cc9bec0b-0b54-43e6-af1d-bc61eb7f6e26,"I think chatbots are driven by profit companies, and profit companies definitely want humans to rely more on these tools so that they can make more profits. So at the end of this profit store, they want people to rely more, so I naturally don’t trust them.",Neutral,"Influence of companies, profit motives, and corporate interests",,,,,,,,,
b6714f31-afc0-4346-bb8b-9fd10c71bd3e,I think chatbots still have a long way to go in order for them to be trusted completely. ,Negative,Uncertainty or ambivalence about trusting AI,,,,,,,,,
db160c49-2de6-45ba-9970-1cf3daa15f1c,I think it acts more mechanically and not in my own interest. I also can't be sure that there aren't partnerships with certain brands or companies so that an AI chatbot can highlight one aspect or another.,Neutral,"Bias in AI responses (from data, training, or developers)",Concerns about AI being too mechanical or lacking nuance,"Influence of companies, profit motives, and corporate interests",,,,,,,
431391bf-7bfe-4ce9-9ddb-188a7914659e,I think it just go back to our instruction or our prompt that will decide the chatbot output but still if it an information i still has to double check it to ensure the reliability,Neutral,Accuracy and reliability of information,AI as a tool dependent on user input and prompts,Need for human supervision and verification,,,,,,,
b2def1bb-7132-45a9-9ade-c22d2fd4316b,I think it should be unbiased. ,Neutral,Objectivity and neutrality of AI,,,,,,,,,
9f0d6248-7678-46a4-aa36-6513fe30cf43,"I think it was ""built"" to satisfy, in general. It will do its best to answer my question, and I don't think it has any intentions to harm or mislead me by purpose.  ",Neutral,AI's role in providing unbiased or fact-based answers,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
e640da94-0d06-4c8b-9d25-4af52eae9014,I think it's safer than trusting humans because there may be self-interests involved,Positive,Comparison of AI trustworthiness to humans or other institutions,"Lack of emotions, intentions, or ulterior motives in AI",,,,,,,,
85e57c39-e76c-4b50-9528-2396880764e4,I think it's too early to tell how well AI can be trusted. It has not been around for long enough yet.,Neutral,Uncertainty or ambivalence about trusting AI,,,,,,,,,
b60138f8-df8a-4647-b086-9513c3938386,"I think its neutral, I don't fully trust it yet I'm not too non trusting of it. I'll use it still and interact with it, but I wouldn't share everything with it. ",Neutral,Privacy and data security concerns,Uncertainty or ambivalence about trusting AI,,,,,,,,
20a69042-a3f2-41c7-850a-e7c50dc9a359,I think overall AI might be great in medical research.,Neutral,Other,,,,,,,,,
fa6f0288-8350-4d53-9809-bd2b3d588144,I think robots don't understand what is truly in the best interest of han yi,Negative,AI's inability to act truly in a user's best interest,AI's inability to fully understand personal context or emotions,,,,,,,,
bc58dc06-b342-40db-81a3-4118b486193b,I think somethings AI chatbot will generate the false information based on the pervious conversation (like based on my mindset) ,Negative,"Potential for errors, misinformation, or hallucinations",,,,,,,,,
bb83889f-39b7-483d-b8eb-04d8a08e92ba,I think that AI chatbots are emotionally intelligent and give nuanced advice. They are sounding boards doing a lot of emotional labor for people whose friends may be busy. The support is 24/7.,Neutral,AI's inability to fully understand personal context or emotions,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,Concerns about AI being too mechanical or lacking nuance,Trust based on positive personal experiences,,,,,
ca6e11fa-8bfb-4cf6-bba8-716dfd4ac7ff,"I think that even though AI chatbots work to ""help"" people, they will always work around their own interests, whether those interests are feeding on information or delivering specific information.",Neutral,AI's inability to act truly in a user's best interest,"Influence of companies, profit motives, and corporate interests",,,,,,,,
2055e2dd-8533-47a2-bab6-4eb72ce85317,"I think that if I ask the right question, he will act in my interests",Neutral,AI's inability to act truly in a user's best interest,,,,,,,,,
a91f2755-0139-4607-affc-edaa0b54fa2c,I think that it can help out without abusing information as an I am assuming it will not have been using it for 2 years now I don't know to be honest for all you know this could be sold and the dark web could utilise this information in various ways it's a bit confusing.,Neutral,Potential for manipulation or misuse by humans,Privacy and data security concerns,Uncertainty or ambivalence about trusting AI,,,,,,,
a6f09667-8fa5-4aff-89b1-fd2d1892af9d,I think that it works efficiently,Positive,AI's usefulness and efficiency in daily tasks,,,,,,,,,
ab3eef47-6005-4a70-a073-01d6c93fe955,"I think that the AI chatbox is fed by something, humans most of the time feed it when using it. However, depending on the change in how it is fed, it is possible to have biased information, just like in the media. The problem is in the end understanding that there is indeed a biased cut in what the chatboxes produce, that's why I trust them, but a little. I don't take it lightly.",Neutral,"Bias in AI responses (from data, training, or developers)",Dependence on training data and algorithms,Distrust due to negative or inconsistent experiences,,,,,,,
f2620f89-f7bd-4cc6-b8e6-bf154022a33a,"I think that the current artificial intelligence cannot fully estimate a person, fully understand a person, and make more forward-looking judgments. The judgment of artificial intelligence is relatively conservative and abides by the rules. It is based on the results of the data obtained, but what if the data it obtains is incorrect? People are multifaceted. Moreover, artificial intelligence is still influenced by the social form and has certain biases.",Neutral,AI's inability to fully understand personal context or emotions,"Bias in AI responses (from data, training, or developers)",Dependence on training data and algorithms,"Potential for errors, misinformation, or hallucinations",Transparency and explainability of AI systems,,,,,
c9b60dd0-76bf-4281-ab98-29de2002c9ef,"I think the AI chatbot does try its best, the problem is it does not always succeed.

Instead of saying ""I don't know"", it prefers to make up answers which it thinks are right which can be damaging.

Whenever it works, it's fantastic. But when it gives me a wrong answer or something totally outdated, I end up with time wasted.",Neutral,Distrust due to negative or inconsistent experiences,"Potential for errors, misinformation, or hallucinations",,,,,,,,
5002f638-0029-4239-91a0-6f32f8e1fe89,"I think the AI have more knowlage, than a person.",Negative,Accuracy and reliability of information,Comparison of AI trustworthiness to humans or other institutions,,,,,,,,
2e011878-a065-4ffb-97b5-96c1b1240389,"I think the algorithm would have my best interests in mind and want me to come back and use it more often so would try and gain my trust

",Neutral,AI's inability to act truly in a user's best interest,"Influence of companies, profit motives, and corporate interests",,,,,,,,
565ae037-45c5-46fa-9fe4-caa33336c42d,"I think the chatbot isn't acting on anyone's best interest. I think it's just working as it's model intended, which could be in the best interest of the company that programmed it, for example.",Neutral,AI's inability to act truly in a user's best interest,"Influence of companies, profit motives, and corporate interests",,,,,,,,
a05226c1-6cb9-4454-abd0-b60502886da9,I think the chatbot’s answers should be fair and non-emotional.,Neutral,AI's role in providing unbiased or fact-based answers,Objectivity and neutrality of AI,,,,,,,,
fdb9930c-2217-4923-94fd-bf71d1e095ba,"I think they are emotionless and fair, so I also maintain a neutral attitude.",Neutral,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,,,,,,,,
12175049-95da-404c-933a-8fa249ecd4b1,"I think trusting a program deosn't make any sense, as in it's not a sentient being with it's own thoughts and moral values unlike a human person.",Neutral,AI's lack of self-awareness or consciousness,Comparison of AI trustworthiness to humans or other institutions,,,,,,,,
e97fe30d-f55e-446f-820e-42487c340ae2,"I treat all authorities or representatives equally, and the scores are basically the same, so I have some trust in them.",Neutral,Comparison of AI trustworthiness to humans or other institutions,,,,,,,,,
fbd39b99-bbf3-43e1-88f1-aab4136a32dc,I truly trust my Al tool since it gives and help alot,Positive,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,,,
0c1cedd1-85a8-4aaa-a16b-29c913a3687b,I trust AI chabot based on my all positive experiences in my interest ,Positive,Trust based on positive personal experiences,,,,,,,,,
0cd87562-877e-4f9a-a0a2-e007943d5185,I trust AI chatbot because the people behind these chatbot have some mission. They are developing such AI chatbots to help people. They are spending millions of dollars to develop these AI chatbots for the betterment of the humankind. We should trust them and support their vision.,Neutral,"Influence of companies, profit motives, and corporate interests",Trust based on positive personal experiences,,,,,,,,
b0a227ed-21d9-4f58-a283-cc21ad3b47ab,"I trust AI chatbots because they provide quick, accurate answers, help me solve problems efficiently, and are available anytime I need support. Over time, they’ve proven to be reliable for tasks like writing assistance, idea generation, and organizing information. I understand their limitations, but when used thoughtfully, they’ve become valuable tools in my daily routine.",Positive,Accuracy and reliability of information,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,Responsibility of users to verify and use AI outputs wisely,Trust based on positive personal experiences,,,,,
2828cc7b-9b46-47c1-92e5-2513d4d143f1,"I trust AI chatbots more than people because they show the only information from the internet, and they're learning quickly. you can get the answer of the question from AI chatbot.",Neutral,Accuracy and reliability of information,Comparison of AI trustworthiness to humans or other institutions,Continuous improvement and learning of AI,,,,,,,
683ed16f-6e80-4dac-a441-92f0f376dc75,"I trust AI even though the system is still open-ended, becaause i find its answes often align with my way of thinking",Neutral,Trust based on positive personal experiences,Uncertainty or ambivalence about trusting AI,,,,,,,,
666e0615-f25b-4007-ac9a-e06fe1edba1f,I trust AI in many sectors like productivity and effectiveness where I place an important role however if I say about cultural diversity there is a slightly behind from human interaction so in many sectors playing very well,Neutral,AI's inability to fully understand personal context or emotions,AI's limitations in handling complex or sensitive topics,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,,,,,,
5f43ce8e-f2ab-42c1-8409-00299c30a619,I trust chatbot because it has been helpful and informed me with better decisions by providing consistent answers to my questions which saves time due to its fast responses.,Positive,Accuracy and reliability of information,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,,,,,,
b2aeb350-863c-49ea-adb6-f20ae2557539,"I trust chatbots because they give immediate feedback, however, if one day I get a chatbot requesting my pins I will begin mistrust but at the moment I fully trust it",Neutral,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,Privacy and data security concerns,,,,,,,
0aa5ccdd-7265-45d6-8d2f-ff8b989ed8a9,"I trust it to give balanced advices or outlooks on anything, but then I also distrust it because it feeds into human ideas and conventions and biases at the end of the day. ",Negative,"Bias in AI responses (from data, training, or developers)",Objectivity and neutrality of AI,,,,,,,,
e2327b07-973b-4666-be6b-4daac89ac26f,"I trust it to give helpful and clear info, but I know it can still make mistakes. It helps me solve problems fast, but I double-check important facts. And I don’t share personal data, so I stay cautious even when it’s useful.",Neutral,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,Need for human supervision and verification,"Potential for errors, misinformation, or hallucinations",Privacy and data security concerns,Responsibility of users to verify and use AI outputs wisely,,,,
102d4d34-37ad-49ab-bf6c-11a374107a08,"I trust my AI chat bots to a reasonable extent to act in my best interest because it's designed to give unbiased , accurate information based on the data it is trained on.",Positive,Accuracy and reliability of information,AI's role in providing unbiased or fact-based answers,Objectivity and neutrality of AI,Trust based on positive personal experiences,,,,,,
66d306ed-0873-4f68-8260-fd1899267430,"I trust my AI chatbot because it responds quickly, makes sense, and helps effectively in daily situations. Although it has some limitations, it's generally reliable",Positive,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,Trust based on positive personal experiences,Uncertainty or ambivalence about trusting AI,,,,,,
3c940caf-8c08-46e8-8985-cfdf5706f537,I trust that chat bot AI because it can answer me and give me response to me in legit and legal ways . Chat bot AI is trained and checked from backend team regularly based on company policies and instructions  ,Neutral,Accuracy and reliability of information,Continuous improvement and learning of AI,,,,,,,,
31e62680-c944-4ad4-8c4c-e8b5cfc33e18,"I trust that he will act according to what is programmed, regardless of whether it is in my best interest or not.",Positive,AI as a tool dependent on user input and prompts,AI's inability to act truly in a user's best interest,,,,,,,,
30894093-e5c6-4328-9027-4f881ac52e4f,"I trust that it will be able to give me the information that I need based on multiple sources in the internet, so I neither trust or distrust it, becauss it only gives information that is already on the internet",Neutral,Accuracy and reliability of information,AI as a tool dependent on user input and prompts,,,,,,,,
c5fcb22d-0bec-49fe-81e1-d159ff2ab74f,I trust that my AI chatbot would act in my best interest because it works to make sure that I get the best service I can.,Positive,AI's inability to act truly in a user's best interest,AI's role in supporting productivity and learning,Trust based on positive personal experiences,,,,,,,
ae3e445d-fb2c-49b5-ad4c-fc44546761ec,"I trust the chatbot but I'll be verifying any important information it gives me for a while yet, too often it is still hallucinating answers.",Neutral,Need for human supervision and verification,"Potential for errors, misinformation, or hallucinations",Responsibility of users to verify and use AI outputs wisely,,,,,,,
3097ccdc-236e-49fa-b67c-c91a05cedffa,"I use AI chatbot everyday, however i have concerns about the data privacy",Neutral,Privacy and data security concerns,,,,,,,,,
7bb33ec0-350c-409c-b6ef-7783d4590598,"I use AI chatbots to help me with online searches and organisation tasks, but their results are not always reliable. ",Negative,Accuracy and reliability of information,AI's usefulness and efficiency in daily tasks,Distrust due to negative or inconsistent experiences,,,,,,,
acd0ad51-b40c-48e5-b479-7d7106be5894,I use ChatGPT to help me rewrite or check my homework every day.,Positive,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,,,,,,,,
b7248c9e-b989-4331-8e6d-d971622d720e,I use ai chat bot many time and its accurate almsot all time and give me best result,Positive,Accuracy and reliability of information,Trust based on positive personal experiences,,,,,,,,
f7faa334-1147-4ce3-9538-3c6c8137130b,I use it for various functions which help improve my productivity through research findings,Positive,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,,,,,,,,
2b267c4a-3824-4a18-bfe2-9fb3f7e0b0c1,I used AI chatbot and had never noticed harm from it,Neutral,Trust based on positive personal experiences,,,,,,,,,
2cb05c68-fabe-40a1-9dab-dc7861b3c1c2,"I usually trust AI but sometimes, I get doubtful to the answer that they provide so I double check the information by myself especially in scientific topics like biotech.",Neutral,Accuracy and reliability of information,Need for human supervision and verification,Responsibility of users to verify and use AI outputs wisely,,,,,,,
9e38a3cd-1170-4003-80da-96581441be7a,"I will clearly express my needs when I use it, and I currently feel that AI does not harm my interests.",Positive,Potential for manipulation or misuse by humans,,,,,,,,,
31d84a91-ead9-4098-8f68-bdab2bf101dc,I will only check the information.,Neutral,Accuracy and reliability of information,Need for human supervision and verification,,,,,,,,
6e545922-2e8e-4c59-bf9c-2e9b086051b3,"I would hope the AI chatbot is neutral, neither acting on my best or worst interest. Just neutrally giving me information.",Neutral,"Lack of emotions, intentions, or ulterior motives in AI",Objectivity and neutrality of AI,,,,,,,,
ab0f8a28-361b-4970-8d25-464381265534,I would rather trust human ,Neutral,Comparison of AI trustworthiness to humans or other institutions,,,,,,,,,
8108fd9a-4dff-4c1f-8487-151e8ec28447,"I'd like to believe that ChatGPT could be as objective as possible in finding the best answer to my question, but it's already happened that something breaks the algorithm and it starts giving dangerous answers that only try to validate the recipient of the answers, which happened in one of the latest ChatGPT updates, for example.",Negative,Distrust due to negative or inconsistent experiences,"Potential for errors, misinformation, or hallucinations",Potential for manipulation or misuse by humans,,,,,,,
3df8daea-8475-4a46-be75-9595b4a34c2b,"I'm a bit wary because while ChatGPT has been pretty objective in its interactions with me so far, I'm a bit concerned that it's storing so much information about me, and at the end of the day, ChatGPT is being run by a company with vested interests.",Neutral,"Influence of companies, profit motives, and corporate interests",Privacy and data security concerns,,,,,,,,
c6290780-83cb-4b6b-ba9b-1b3bcd19c830,"I'm cautiously neutral about AI chatbots because while they provide useful information and assistance, they operate based on their training data and company policies rather than my personal best interests. They're powerful tools that can be helpful for research, creative work, and problem-solving, but they lack true understanding of my specific context and needs. I recognize they're designed with certain guardrails that sometimes prioritize company values over user requests",Neutral,AI's inability to fully understand personal context or emotions,AI's role in supporting productivity and learning,AI's usefulness and efficiency in daily tasks,Dependence on training data and algorithms,"Influence of companies, profit motives, and corporate interests",,,,,
f56f58aa-5bd0-46f9-af02-8b1c35dc11c4,I'm using AI in my daily life I can trust AI for my simple tasks and emails. Not for financial information related tasks.,Neutral,AI's limitations in handling complex or sensitive topics,AI's usefulness and efficiency in daily tasks,,,,,,,,
